trade_date,cusip,ytm
4/24/23,674599BM6,6.5961
4/25/23,674599BM6,6.5958
4/26/23,674599BM6,6.5954
4/27/23,674599BM6,6.5944
4/28/23,674599BM6,6.5941
5/1/23,674599BM6,6.5938
5/2/23,674599BM6,6.5934
5/3/23,674599BM6,6.5931
5/4/23,674599BM6,6.5921
5/5/23,674599BM6,6.2369
5/8/23,674599BM6,6.2364
5/9/23,674599BM6,6.2359
5/10/23,674599BM6,6.2354
5/11/23,674599BM6,6.6497
5/12/23,674599BM6,6.7698
5/15/23,674599BM6,6.7696
5/16/23,674599BM6,6.203
5/17/23,674599BM6,6.1731
5/18/23,674599BM6,6.1715
5/19/23,674599BM6,6.171
5/22/23,674599BM6,6.1705
5/23/23,674599BM6,6.3177
5/24/23,674599BM6,6.258
5/25/23,674599BM6,6.4049
5/26/23,674599BM6,6.4001
5/29/23,674599BM6,6.4001
5/30/23,674599BM6,6.226
5/31/23,674599BM6,6.2255
6/1/23,674599BM6,6.0467
6/2/23,674599BM6,6.1051
6/5/23,674599BM6,6.1045
6/6/23,674599BM6,6.2225
6/7/23,674599BM6,6.222
6/8/23,674599BM6,6.2205
6/9/23,674599BM6,6.2201
6/12/23,674599BM6,6.2196
6/13/23,674599BM6,6.2191
6/14/23,674599BM6,6.2186
6/15/23,674599BM6,6.2166
6/16/23,674599BM6,6.2461
6/19/23,674599BM6,6.2461
6/20/23,674599BM6,6.4867
6/21/23,674599BM6,6.4864
6/22/23,674599BM6,6.4853
6/23/23,674599BM6,6.4849
6/26/23,674599BM6,6.4858
6/27/23,674599BM6,6.5757
6/28/23,674599BM6,6.5754
6/29/23,674599BM6,6.5745
6/30/23,674599BM6,6.6045
7/3/23,674599BM6,6.6042
7/4/23,674599BM6,6.6042
7/5/23,674599BM6,6.4204
7/6/23,674599BM6,6.4193
7/7/23,674599BM6,6.4189
7/10/23,674599BM6,6.6951
7/11/23,674599BM6,6.633
7/12/23,674599BM6,6.6328
7/13/23,674599BM6,6.4473
7/14/23,674599BM6,6.4469
7/17/23,674599BM6,6.4465
7/18/23,674599BM6,6.4462
7/19/23,674599BM6,6.1458
7/20/23,674599BM6,6.261
7/21/23,674599BM6,6.506
7/24/23,674599BM6,6.5057
7/25/23,674599BM6,6.5054
7/26/23,674599BM6,6.505
7/27/23,674599BM6,6.4995
7/28/23,674599BM6,6.5041
7/31/23,674599BM6,6.4073
8/1/23,674599BM6,6.407
8/2/23,674599BM6,6.5254
8/3/23,674599BM6,6.5245
8/4/23,674599BM6,6.5242
8/7/23,674599BM6,6.4097
8/8/23,674599BM6,6.4093
8/9/23,674599BM6,6.409
8/10/23,674599BM6,6.4079
8/11/23,674599BM6,6.4075
8/14/23,674599BM6,6.4072
8/15/23,674599BM6,6.5615
8/16/23,674599BM6,6.6239
8/17/23,674599BM6,6.6547
8/18/23,674599BM6,6.6544
8/21/23,674599BM6,6.706
8/22/23,674599BM6,6.7172
8/23/23,674599BM6,6.6096
8/24/23,674599BM6,6.6088
8/25/23,674599BM6,6.6794
8/28/23,674599BM6,6.6792
8/29/23,674599BM6,6.6665
8/30/23,674599BM6,6.6714
8/31/23,674599BM6,6.5085
9/1/23,674599BM6,6.5082
9/4/23,674599BM6,6.5082
9/5/23,674599BM6,6.6193
9/6/23,674599BM6,6.619
9/7/23,674599BM6,6.682
9/8/23,674599BM6,6.6818
9/11/23,674599BM6,6.6816
9/12/23,674599BM6,6.6814
9/13/23,674599BM6,6.6812
9/14/23,674599BM6,6.6806
9/15/23,674599BM6,6.7125
9/18/23,674599BM6,6.7123
9/19/23,674599BM6,6.7121
9/20/23,674599BM6,6.7119
9/21/23,674599BM6,6.7436
9/22/23,674599BM6,6.7434
9/25/23,674599BM6,6.7433
9/26/23,674599BM6,6.7431
9/27/23,674599BM6,6.7753
9/28/23,674599BM6,6.7747
9/29/23,674599BM6,6.7744
10/2/23,674599BM6,6.7741
10/3/23,674599BM6,6.9366
10/4/23,674599BM6,6.9364
10/5/23,674599BM6,6.9355
10/6/23,674599BM6,6.8045
10/9/23,674599BM6,6.7394
10/10/23,674599BM6,6.7391
10/11/23,674599BM6,6.7388
10/12/23,674599BM6,6.7705
10/13/23,674599BM6,6.7702
10/16/23,674599BM6,6.7699
10/17/23,674599BM6,6.9414
10/18/23,674599BM6,6.9412
10/19/23,674599BM6,7.065
10/20/23,674599BM6,7.0649
10/23/23,674599BM6,7.0648
10/24/23,674599BM6,6.9321
10/25/23,674599BM6,6.9319
10/26/23,674599BM6,6.9312
10/27/23,674599BM6,6.8598
10/30/23,674599BM6,6.8649
10/31/23,674599BM6,6.8594
11/1/23,674599BM6,6.8168
11/2/23,674599BM6,6.7976
11/3/23,674599BM6,6.5346
11/6/23,674599BM6,6.5682
11/7/23,674599BM6,6.5665
11/8/23,674599BM6,6.5661
11/9/23,674599BM6,6.5453
11/10/23,674599BM6,6.6303
11/13/23,674599BM6,6.6629
11/14/23,674599BM6,6.4001
11/15/23,674599BM6,6.3997
11/16/23,674599BM6,6.3983
11/17/23,674599BM6,6.3978
11/20/23,674599BM6,6.3973
11/21/23,674599BM6,6.4016
11/22/23,674599BM6,6.3622
11/23/23,674599BM6,6.3622
11/24/23,674599BM6,6.3617
11/27/23,674599BM6,6.3284
11/28/23,674599BM6,6.1973
11/29/23,674599BM6,6.1395
11/30/23,674599BM6,6.195
12/1/23,674599BM6,6.0967
12/4/23,674599BM6,6.0961
12/5/23,674599BM6,6.0681
12/6/23,674599BM6,6.0675
12/7/23,674599BM6,6.0655
12/8/23,674599BM6,6.1576
12/11/23,674599BM6,6.1571
12/12/23,674599BM6,6.1565
12/13/23,674599BM6,6.1559
12/14/23,674599BM6,6.1541
12/15/23,674599BM6,6.1535
12/18/23,674599BM6,5.8772
